sample_id	pcr_status	pcr_species	pcr_assay_or_source	pcr_notes	include_in_primary_comparison
SRR9328980	positive	Acinetobacter baumannii; Schaalia odontolytica; Bacillus cereus; Phocaeicola vulgatus; Bifidobacterium adolescentis; Clostridium beijerinckii; Deinococcus radiodurans; Enterococcus faecalis; Escherichia coli; Helicobacter pylori; Lactobacillus gasseri; Neisseria meningitidis; Porphyromonas gingivalis; Cutibacterium acnes; Pseudomonas aeruginosa; Cereibacter sphaeroides; Staphylococcus aureus; Staphylococcus epidermidis; Streptococcus agalactiae; Streptococcus mutans	ATCC MSA-1003 published reference composition	Reference-composition truth, not PCR. Legacy product names were harmonised to current names for Actinomyces odontolyticus/Schaalia odontolytica, Bacteroides vulgatus/Phocaeicola vulgatus and Rhodobacter sphaeroides/Cereibacter sphaeroides.	true
